612,University of South Alabama,Public,www.southalabama.edu
613,Murray State University,Public,www.murraystate.edu
614,Anderson University (IN),Private,anderson.edu
615,University of West Florida,Public,uwf.edu
616,University of New Orleans,Public,www.uno.edu
617,Indiana University of Pennsylvania,Public,ww.iup.edu
618,North Greenville University,Private,www.ngu.edu
619,University of Texas at San Antonio,Public,www.utsa.edu
620,Millikin University,Private,www.millikin.edu/Pages/default.aspx
621,Northern Illinois University,Public,www.niu.edu/index.shtml
622,Cleveland State University,Public,www.csuohio.edu
623,Humboldt State University,Public,www.humboldt.edu
624,Monmouth College,Private,www.monmouthcollege.edu
625,St. Francis College,Private,www.sfc.edu
626,Elmira College,Private,www.elmira.edu
627,University of Southern Mississippi,Public,home.usm.edu
628,Lyon College,Private,www.lyon.edu
629,Southern Illinois University Carbondale,Public,siu.edu
630,Kent State University Kent Campus,Public,www.kent.edu
631,Middle Tennessee State University,Public,www.mtsu.edu
632,Warren Wilson College,Private,www.warren-wilson.edu/external_index.php
633,Northern Kentucky University,Public,www.nku.edu
634,Western Illinois University,Public,www.wiu.edu
635,University of Alaska Anchorage,Public,www.uaa.alaska.edu
636,Fort Lewis College,Public,www.fortlewis.edu
637,Marlboro College,Private,www.marlboro.edu
638,Wright State University,Public,https://www.wright.edu
639,Hiram College,Private,www.hiram.edu
640,University of Memphis,Public,www.mephis.edu
641,Eastern Kentucky University,Public,www.eku.edu
642,Fisk University,Private,www.fisk.edu/Home.aspx
643,Guilford College,Private,www.guilford.edu
644,Carson-Newman University,Private,www.cn.edu
645,Morehouse College,Private,https://www.morehouse.edu
646,New Mexico State University,Public,www.nmsu.edu
647,Indiana State University,Public,www.indstate.edu
648,Emory & Henry College,Private,www.ehc.edu
649,Wells College,Private,www.wells.edu
650,Catawba College,Private,www.catawba.edu
