126,8606,13858,36567,29412,64234,102900,29,1180,1350,26,30
127,2863,2949,27508,30434,63706,98800,61,1190,1380,26,31
128,1817,1928,30244,39603,69440,100800,38,-1,-1,-1,-1
129,3803,7710,33814,31980,70862,103900,40,1200,1390,26,31
130,20662,27578,20681,13630,53112,105200,48,1210,1390,26,31
131,41317,43710,14351,11647,48739,97100,76,1140,1350,25,31
132,2158,2253,22323,31570,62567,101000,67,1110,1330,24,29
133,6214,6791,34459,14061,49642,93700,67,1140,1330,25,29
134,19506,24387,17696,10296,50516,106700,47,1220,1390,27,31
135,4511,5192,36929,24180,64325,116900,61,-1,-1,-1,-1
136,21167,21836,20204,8556,42522,102600,75,1100,1260,23,28
137,2334,2393,26239,31370,63900,92100,51,1270,1463,29,33
138,2411,2615,27597,29795,66710,109300,46,-1,-1,-1,-1
139,26961,34432,15024,10998,42048,106500,51,1230,1390,26,31
140,6080,11434,32174,26702,65376,105100,58,1160,1350,25,30
141,10137,16037,35694,27530,72239,112500,46,1230,1410,27,31
142,6177,8905,34752,24364,65426,109400,50,1180,1350,26,30
143,2406,2571,23144,26174,56880,102900,38,1230,1410,27,32
144,20822,28642,28331,12484,44812,100400,60,1240,1418,27,32
145,14736,17351,18378,8062,40980,109600,40,1290,1431,28,31
146,30976,35338,20706,9787,54312,109900,80,1150,1340,25,30
147,20550,23774,16892,8798,47782,105400,63,1130,1330,25,29
148,9258,10489,35429,24864,62970,98700,41,1130,1330,25,30
149,7212,7552,26670,9936,45897,101800,48,1170,1330,-1,-1
150,2010,2102,25629,30234,61538,97800,51,1220,1410,27,32
151,36787,41362,14582,6628,34904,92700,49,1190,1330,26,30
152,3144,6916,36620,25762,67204,139900,44,1320,1470,29,33
153,2290,2341,24808,30783,64970,104800,37,1200,1380,28,31
154,1778,1835,27544,23449,60950,97800,47,-1,-1,-1,-1
155,26735,30340,20926,8867,48135,103000,58,1180,1360,26,31
156,22484,28199,34173,27878,65480,104800,47,1160,1350,25,30
157,1470,1696,33358,28916,70266,96100,53,1240,1410,27,31
158,2468,2493,27691,31866,68296,104000,48,1205,1365,26,30
159,42252,50019,18576,10911,53424,100800,72,1100,1320,23,28
160,27051,32166,15103,8045,44251,99400,86,1140,1370,23,28
161,14373,14581,27341,23580,57214,95300,64,1170,1390,25,31
162,5250,7278,35021,22438,59607,113700,74,1130,1330,24,29
163,451,1007,47116,24906,66200,-1,43,-1,-1,-1,-1
164,1436,1469,23579,29059,59267,94500,73,1180,1380,26,30
165,8660,10882,32721,21293,57680,105000,72,1100,1310,24,29
166,23846,29776,23416,9030,49954,104500,84,1130,1310,24,30
167,5705,8085,33480,23892,60854,105100,77,1110,1290,23,28
168,12945,13340,18877,16347,56890,99400,67,1180,1350,25,30
169,3446,5509,29032,14879,46474,90500,83,1080,1280,23,29
170,5333,7506,32623,21169,57350,107600,65,1180,1350,26,30
171,1678,1737,24722,28158,57749,96600,69,1120,1310,29,30
172,4484,4646,38823,26359,64984,106900,52,1160,1330,26,30
173,2545,2701,37074,21534,63510,101300,84,-1,-1,-1,-1
174,18289,18775,2695,8944,39172,107100,29,1190,1350,-1,-1
175,4175,5783,36350,26091,64520,111200,75,-1,-1,-1,-1
176,19871,25989,13770,9968,42981,107800,42,1210,1410,26,31
177,32249,35984,19779,8567,51672,105700,81,1100,1290,24,30
178,6756,9392,39228,26378,69464,99400,57,1190,1360,25,30
179,2367,2535,31014,25282,65330,101900,48,1140,1340,25,30
180,8486,11426,29120,20717,55273,105900,89,1130,1310,24,29
181,31609,35158,14030,7549,40104,102800,35,1090,1290,23,28
182,18760,21489,29748,34691,68177,109700,27,1370,1520,32,34
183,17925,19457,17877,18050,64054,104700,51,1160,1340,26,31
184,2174,3339,34838,25539,62086,93200,71,1210,1390,27,31
185,18239,19700,21288,11894,51064,107300,68,1190,1380,26,31
186,46038,51164,11163,12081,44110,100900,84,1120,1350,22,29
187,28686,32800,13728,7990,42916,102600,66,1110,1350,22,29
188,24255,28527,19254,9372,43764,100600,74,1150,1380,23,29
189,6236,6657,35290,15637,54880,101000,43,-1,-1,-1,-1
190,2244,2295,35172,25110,69775,108500,64,1150,1330,25,30
191,22400,22887,15693,8662,49542,95800,83,1080,1270,22,28
192,3606,4904,27578,21239,54020,99900,69,1100,1350,24,30
193,1467,1545,25117,28643,58458,98800,61,1220,1460,25,32
194,4626,8654,30427,20293,53452,95800,72,1070,1290,25,30
195,1520,1556,-1,18540,40552,-1,41,1280,1440,28,32
196,23075,30648,17469,8198,43398,98000,57,1080,1260,24,28
197,3630,4433,23948,31812,59435,107200,39,1150,1440,25,32
198,6424,9878,30503,21274,54647,106400,84,1090,1330,24,29
199,21017,23279,12344,21249,62677,106900,57,1090,1300,23,29
200,3727,4242,30243,18177,60212,125700,75,1050,1243,23,28
201,26791,34731,19519,5792,47162,89900,72,1170,1330,25,30
202,14951,17059,34898,21350,60233,101400,39,1190,1360,26,31
203,3503,3751,37730,20675,59904,108600,73,-1,-1,-1,-1
204,4800,4808,21227,5562,42716,98200,73,1080,1260,22,27
205,1722,1766,19905,14434,56288,120600,53,1100,1280,23,28
206,2476,3153,27004,24329,55010,101400,56,-1,-1,-1,-1
207,3335,4233,30563,32540,66106,130100,66,1143,1330,24,29
208,3227,7164,22098,34485,63749,118500,54,1230,1410,25,31
209,1443,1450,23237,26184,53910,88500,76,1170,1410,26,31
210,7495,11063,32210,27943,65980,109900,66,1100,1290,22,28
211,32814,36158,14331,7882,34442,101300,89,1160,1410,22,28
212,27658,30861,18181,9304,46381,102900,74,1060,1290,23,28
213,2181,2498,28327,27489,62262,97700,89,-1,-1,-1,-1
214,2181,2263,20050,24333,55800,96800,68,-1,-1,-1,-1
215,7704,10200,38695,22460,63770,97700,74,1080,1260,23,27
216,4311,5145,36413,16348,56740,99300,65,1150,1320,25,30
217,1825,2213,17923,7628,36953,97000,52,1150,1300,24,28
218,36862,43751,14744,11272,51707,101000,84,-1,-1,-1,-1
219,27923,30844,18602,9316,43330,98600,78,1120,1350,23,29
220,3043,3717,17935,11281,50506,108100,81,1020,1220,20,25
221,5981,6175,9822,12946,51348,108000,80,1030,1230,19,26
222,4088,4459,43965,20323,65324,94300,46,1200,1360,26,30
223,28404,33083,17058,8221,43437,96100,83,1100,1300,22,28
224,23803,28321,19335,8903,49350,95100,77,1140,1310,24,30
225,2145,2831,24525,17726,45330,90600,87,1045,1290,22,29
226,17789,24190,37427,28767,68792,114800,79,1160,1360,24,30
227,2498,2536,32911,22865,59560,103200,72,-1,-1,-1,-1
228,37076,43540,11700,7937,32324,91300,45,1150,1310,24,29
229,1598,1746,21025,8414,45130,95400,82,1070,1290,22,28
230,2101,2293,26766,39096,70562,90600,58,-1,-1,-1,-1
231,27917,30614,16314,8572,41675,103700,73,1020,1220,20,26
232,6272,6289,12537,8778,27878,85800,67,1185,1420,24,30
233,1649,1791,26976,26421,58830,96000,61,1195,1395,24,29
234,445,513,26808,33723,65409,-1,54,1280,1450,26,32
235,5652,5792,18879,6708,34740,93300,72,1120,1300,24,29
236,1300,1356,31039,26711,60930,102400,85,1130,1380,23,30
237,3666,3886,21490,14155,39194,87300,71,1130,1350,23,29
238,3639,6255,29171,26884,64796,109300,65,1070,1330,22,30
239,22012,26079,17784,8538,40182,96700,64,1100,1380,22,29
240,18764,27642,14763,14321,45488,100900,76,1220,1430,26,32
241,2894,3278,30194,30057,67775,87000,64,-1,-1,-1,-1
242,65100,66059,15286,5757,38353,88600,50,1150,1320,24,29
243,6488,6516,33848,25073,61339,98600,71,-1,-1,-1,-1
244,17838,22769,30502,20387,56275,102900,72,-1,-1,-1,-1
245,7192,8883,14473,8975,38684,122600,84,1100,1340,25,31
246,13688,15363,24529,12539,47570,100300,77,1070,1260,23,28
247,3150,3281,26175,15907,45410,90900,74,1090,1320,24,29
248,12864,16673,33036,22016,59958,96000,71,1120,1310,24,29
249,6260,9801,27563,24710,57090,103800,73,1140,1280,24,28
250,1980,2122,25442,30851,61900,91300,56,1150,1380,24,30
251,3893,5373,35298,22094,61096,99700,75,1080,1280,23,28
252,35625,38563,21973,16494,46744,97400,53,1050,1280,23,32
253,1937,2022,25020,28210,56880,88600,81,1010,1220,22,28
254,1815,1816,23977,27780,55872,108400,80,970,1190,22,27
255,3207,4236,25871,27282,59877,95000,73,1060,1230,21,27
256,2543,2663,32898,15756,51036,117900,77,1130,1350,23,29
257,1402,1509,13972,30344,59442,85700,54,-1,-1,-1,-1
258,15915,16246,16220,6500,38067,99300,85,1080,1280,22,28
259,2176,3043,22901,26031,51631,92500,72,1050,1230,22,27
260,20894,27625,18814,9205,41074,98600,93,-1,-1,23,28
261,29777,30896,20493,8263,44706,104800,79,1070,1300,22,28
262,12702,13662,20539,9402,41674,103600,60,1140,1360,24,29
263,3313,4417,31452,16687,49844,90100,76,1100,1290,23,28
264,1688,1695,27875,31592,65818,97500,48,1150,1350,26,30
265,8911,10389,40819,19358,69475,101700,62,1100,1310,24,28
266,3840,4232,25596,18532,46790,91100,83,1100,1330,23,30
267,5001,5081,22351,5737,41876,87200,72,-1,-1,-1,-1
268,9366,11446,19409,13782,51518,121300,61,1190,1370,24,30
269,1495,1638,24795,29639,58165,93100,71,-1,-1,-1,-1
270,1508,1773,8352,15362,29539,71100,13,1088,1235,21,26
271,24344,27558,16069,6629,40162,98000,66,1110,1280,23,29
272,34415,37622,9423,8454,35946,101700,28,1020,1230,20,26
273,24747,26053,13068,7957,37937,110800,55,1010,1230,20,27
274,19866,20379,3318,9104,35692,96700,43,1060,1220,-1,-1
275,3556,4898,29520,30419,67024,102400,75,1070,1250,23,28
276,6148,7292,15481,11959,46344,116300,74,1160,1340,25,30
277,859,885,10248,9341,43678,86500,69,1190,1380,25,30
278,1505,2510,23663,25952,54876,96400,47,1140,1370,24,31
279,19476,30539,13866,13415,43518,103800,77,1080,1330,20,26
280,848,864,21870,28547,54600,114400,63,1070,1280,23,28
281,1484,1520,28943,26844,61010,93500,48,-1,-1,-1,-1
282,2077,2126,30142,23373,57560,98500,85,-1,-1,-1,-1
283,3323,6023,32731,24577,62482,105100,83,-1,-1,-1,-1
284,1780,1811,18027,10571,43085,117500,83,1040,1200,21,25
285,3226,3288,27588,24332,53855,101500,78,-1,-1,-1,-1
286,782,851,29815,35753,70760,90000,57,-1,-1,-1,-1
287,3273,3545,25017,25797,55820,97300,85,1000,1140,22,27
288,1637,1690,23244,25970,55200,89300,78,1030,1250,23,29
289,3359,3783,30299,23350,56485,103400,91,1060,1280,21,27
290,14939,17743,18093,9096,40562,101700,54,1080,1260,22,26
291,2866,3331,27200,18110,47930,93100,77,1100,1310,22,29
292,7438,11131,32240,24541,61260,110400,64,1130,1310,24,29
293,4256,6172,31492,18028,54516,92500,72,1063,1298,21,28
294,6467,9190,28961,19545,52108,96100,72,1120,1270,24,29
295,27394,35835,14627,8545,40046,114700,67,1000,1210,19,26
296,1507,1576,29219,32962,66242,101800,78,1110,1310,24,30
297,3018,3913,33570,29572,65524,110800,82,1060,1240,22,27
298,5127,8341,23672,21367,51202,94800,60,1070,1266,20,26
299,31739,39967,23366,10739,44190,95900,57,-1,-1,-1,-1
300,38279,40905,8737,8436,39222,98400,46,1020,1180,19,24
301,20626,23005,3170,8039,29454,94500,40,1120,1290,-1,-1
302,2310,3088,23100,20796,46118,103900,66,1130,1310,22,28
303,2041,2128,38763,18939,62850,84500,62,1060,1290,24,29
304,4669,5844,24814,19250,46680,104900,71,1080,1290,22,28
305,17811,18811,13691,8312,33819,82700,70,1100,1270,23,27
306,40813,45364,16392,9530,37306,103900,61,1110,1280,23,27
307,966,983,25405,21960,50550,85600,95,-1,-1,-1,-1
308,23718,29465,18527,9387,45634,96400,96,1080,1330,22,28
309,1090,1181,16416,7716,39962,129600,66,-1,-1,-1,-1
310,1135,1280,18504,31372,51910,89900,65,1020,1250,21,27
311,32154,36996,17134,6632,33425,106500,69,1070,1240,22,27
312,5777,6338,33120,15100,51828,111200,75,1080,1310,22,28
313,28857,37155,22828,7045,44490,97300,76,1120,1340,23,28
314,1046,1054,31337,26751,60360,108600,55,1050,1265,21,27
315,1396,1536,24993,25506,54330,93500,43,1110,1320,23,29
316,2342,2627,28229,26020,57824,88800,89,1090,1310,23,29
317,2230,2929,23699,10971,37790,86200,83,1080,1300,23,28
318,6636,8012,34819,13488,50740,80900,81,1140,1310,24,29
319,1964,1995,31268,23338,56846,100300,76,1140,1300,24,28
320,21615,22705,17893,8815,38754,91200,77,1055,1210,21,25
321,2516,2537,20517,26391,50868,89900,70,1020,1255,22,29
322,1072,1128,19454,36987,58670,88400,52,1190,1400,25,30
323,10863,11322,19311,9018,48057,85100,80,1070,1230,22,27
324,1533,1579,23792,16673,43800,89600,72,1050,1320,22,28
325,4893,6786,30019,20690,52380,94000,74,1060,1240,22,28
326,2779,2823,21328,25716,52046,117600,63,1153,1360,25,30
327,2942,3122,24034,26984,54800,98100,75,1040,1270,21,27
328,4050,5035,43969,20362,65308,102300,57,1040,1290,24,29
329,2129,2311,37247,18564,59227,125000,70,1190,1350,24,29
330,1085,1176,16973,14686,39050,86900,68,868,1060,18,22
331,1356,1376,22998,29331,56554,95400,72,-1,-1,-1,-1
332,1551,1946,26292,18498,47766,86600,66,1030,1240,20,23
333,1778,1794,18413,7134,34958,140700,69,1100,1253,22,26
334,10480,10548,14424,2975,26055,88300,73,-1,-1,22,26
335,17732,17875,14703,8615,36300,105100,68,990,1170,19,25
336,16060,16487,18093,5471,38678,80500,67,1185,1310,23,27
337,15217,16584,30187,21055,54714,106600,57,1190,1380,26,32
338,1858,2271,30106,26903,62203,105900,70,-1,-1,-1,-1
339,1249,1354,20695,35974,60096,90300,80,1100,1410,24,31
340,20115,20784,21345,9124,40036,95000,89,-1,-1,21,26
341,6120,6466,21316,11907,39973,95200,57,1050,1230,21,26
342,2422,2570,21109,20070,47784,92200,93,1060,1267,21,28
343,869,1310,24558,35560,63767,91200,87,-1,-1,-1,-1
344,2053,2214,25273,26533,54045,85900,65,1023,1305,23,28
345,26355,30675,21655,9187,51204,88200,84,1070,1260,21,27
346,2162,2165,24930,20123,48110,88700,79,1110,1230,22,27
347,10874,12397,13070,7422,31387,98800,97,1040,1290,22,27
348,1228,1288,21011,29820,53784,93100,52,1160,1360,23,29
349,20196,21657,14505,5672,38398,95000,88,1070,1260,21,26
350,1825,6283,28308,26660,58230,94300,60,1130,1310,24,29
351,1802,1957,22927,33282,61120,93500,68,1140,1320,23,29
352,3006,3797,27151,19821,50350,85700,83,1030,1360,21,27
353,5768,7978,28322,20425,56358,96400,73,1060,1240,22,27
354,7565,7709,16192,8061,34080,85200,44,1100,1260,23,28
355,4457,4543,36690,13455,54071,112700,92,1080,1270,22,28
356,1678,2117,26218,35351,66486,95000,63,-1,-1,-1,-1
357,1784,1963,28240,17558,49940,91300,89,1050,1290,22,29
358,23241,25295,14824,9874,38686,98600,74,1070,1260,22,28
359,859,871,22292,29468,55322,88700,49,1110,1320,22,28
360,6804,6952,19686,7252,46834,80300,79,1100,1260,23,27
361,16047,18484,23692,9357,39526,91200,69,1050,1260,22,28
362,17679,17803,4211,9250,34942,97800,40,1050,1210,-1,-1
363,2230,2613,22583,15476,38834,82700,76,1080,1310,24,29
364,55835,56718,12503,6471,36086,90100,54,1080,1240,22,27
365,8714,8721,18792,5527,34102,89800,65,-1,-1,-1,-1
366,21022,22795,17926,6435,39696,97200,94,-1,-1,-1,-1
367,2059,2140,23393,23456,49488,85200,62,1055,1305,22,28
368,10904,10944,16188,3449,27990,93600,76,-1,-1,21,26
369,12915,14358,15265,4666,33478,98600,92,1060,1328,21,26
370,5937,8543,39973,15472,58440,100500,60,-1,-1,-1,-1
371,1089,1103,21898,26000,50450,85100,84,1070,1260,22,27
372,3943,6402,31592,23760,59650,105400,63,1130,1320,24,29
373,1268,1382,29416,30632,67114,92300,63,-1,-1,-1,-1
374,2976,3776,27022,17631,47770,86700,65,1060,1230,22,26
375,1627,1912,11051,11572,25942,85300,64,1150,1390,22,28
376,5024,5472,35100,13685,52700,92700,82,-1,-1,-1,-1
377,3896,5197,25937,27431,45476,104800,79,-1,-1,-1,-1
378,1784,1910,27137,26230,57390,93100,73,1063,1250,22,26
379,2318,2481,28285,20777,54594,95700,79,-1,-1,-1,-1
380,3786,4191,32442,20113,57865,102500,82,-1,-1,-1,-1
381,2373,2383,-1,6843,28504,98400,80,1071,1249,23,32
382,1979,3168,17309,23263,46506,92000,81,1070,1235,21,27
383,3148,3431,23130,22291,49995,91700,64,1080,1240,22,27
384,4300,4447,22968,28957,58700,89100,84,1080,1250,22,28
385,15299,17612,15307,7227,51550,91600,83,1050,1240,21,26
386,2591,2647,24745,27532,53422,88900,59,-1,-1,-1,-1
387,1017,1068,22202,21187,45920,79400,95,1130,1350,24,30
388,6156,9392,23424,20427,43201,101300,41,1090,1290,22,28
389,2853,3377,22839,24075,51790,83000,60,1070,1320,23,29
390,3649,3792,26717,23110,55864,106200,92,980,1180,20,25
391,3705,4642,24279,18955,47734,84800,60,1060,1330,23,29
392,1362,1415,26297,20475,48538,91400,78,1080,1270,22,28
393,2110,2138,24165,21883,50632,84900,62,1120,1300,24,29
394,1735,1766,28222,27431,58490,89700,74,1070,1280,22,27
395,3143,4276,23935,23314,49104,86800,68,1020,1300,19,27
396,1743,2080,18446,21816,45458,88400,68,1070,1290,23,29
397,12708,12839,10774,10650,29277,100700,65,870,1100,22,27
398,2821,4076,28366,17754,48902,89600,82,1050,1270,21,27
399,13957,14406,15056,4640,33017,96000,83,1050,1270,21,26
400,10063,12986,29588,28509,64982,107800,80,1040,1220,21,27
401,20940,23136,13929,9642,40086,89100,84,1070,1290,22,29
402,991,1498,46101,15401,68993,91000,24,-1,-1,-1,-1
403,1535,1692,27254,25864,56712,92000,81,1020,1210,20,26
404,6762,6952,47270,19811,63574,84200,53,-1,-1,-1,-1
405,11334,11861,16496,4677,31872,85300,81,1080,1360,21,26
406,1707,2009,13694,6883,35153,120400,22,1190,1390,23,29
407,17861,21340,25747,25628,59865,106600,68,1060,1250,22,29
408,16407,18315,19322,9817,46983,109300,69,1130,1310,24,29
409,2778,2885,19759,4230,28770,118500,83,1150,1353,24,29
410,1508,2236,25306,29040,59810,90600,79,-1,-1,-1,-1
411,15842,16001,2540,9669,36674,99100,46,1040,1240,-1,-1
412,2064,3703,23652,18976,46544,80500,71,1040,1300,22,28
413,51881,69458,7977,4070,12322,93500,95,990,1180,20,25
414,3531,4026,21946,26441,52980,98000,84,1060,1270,23,29
415,1542,1640,24628,31022,58675,102600,53,-1,-1,-1,-1
416,6263,9926,27267,21186,52396,85700,60,990,1220,21,27
417,23020,25325,5872,10267,32311,97300,59,910,1110,16,22
418,15851,17306,22193,5743,38253,92200,69,1040,1210,21,26
419,921,950,19251,23958,46500,79200,64,980,1233,19,28
420,921,981,20356,29066,54065,83600,66,-1,-1,-1,-1
421,3486,7689,23891,12346,46076,80100,92,983,1265,21,27
422,18785,21013,18500,9983,38435,95400,71,990,1150,-1,-1
423,5486,7358,17041,5674,42093,106800,61,1040,1230,21,26
424,1476,1568,17863,34181,56750,99300,71,1010,1200,20,26
425,16309,16531,13795,7267,35614,86600,59,1090,1280,21,26
426,29485,29758,13787,8470,38599,99500,70,950,1150,18,24
427,15848,16613,17754,5661,38121,96200,83,1090,1300,21,28
428,4608,4951,38741,10331,51105,84300,81,1050,1240,21,27
429,1660,1987,25322,28841,61409,95600,74,1010,1220,21,27
430,2037,2200,32718,23182,59200,88400,73,1060,1260,23,29
431,18009,21402,16721,9589,41472,87600,75,1070,1290,22,28
432,19554,21883,16192,10003,38410,94100,62,-1,-1,21,28
433,8101,8895,29735,12304,43708,91500,53,1070,1230,22,27
434,9299,10327,6295,8875,32434,94200,77,-1,-1,-1,-1
